Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
Music (MUSC),2025 Spring Term,MUSC 221-00 - Electronic Music Composition,"This course focuses on creating new electronic music. We will use digital audio workstations for composition and production, grounding their use in the fundamentals of digital audio. We will listen extensively, in many genres of electronic music, applying this critical listening to our own work and our colleagues' work. Frequent composition assignments build fundamental skills in melodic creation and development, drum programming, synthesis, and audio production. The course culminates in a term project, a stylistically unrestricted, substantial original composition.",6,14,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

DGAH - Digital Arts and Humanities Program :: DGAH Cross Disc Collabortn

LAR: Arts Practice :: LAR: ARP, Arts Practice

MUSC - Music Program :: MUSC Composition",Open
Music (MUSC),2025 Spring Term,MUSC 227-00 - Percept & Cogn of Music,"Covers basic issues in auditory perception and cognition with an emphasis on the perception of musical pitch, including sensory discrimination, categorical perception, roughness and dissonance, absolute pitch, and auditory streaming. Other topics to be covered include the processing of language and music, and emotional responses to music. A grade of C- or better must be earned in both Music 227 and 228 to satisfy the LS requirement.",6,30,0,,A grade of C- or better must be earned in both MUSC 227 & 228 to staisfy the LS requirement.,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CGSC - Cognitive Science Program :: CGSC Elective

CL: 200 level

LAR: QRE, Quantitative Reasoning

LAR: Science with Lab Component :: LAR: LS, Science with Lab

NEUR -  Neuroscience Program :: NEUR Elective

PSYC -  Psychology Program :: PSYC Cognitive Studies

PSYC -  Psychology Program :: PSYC Core

PSYC -  Psychology Program :: PSYC Pertinent

STAT - Statistics Program :: SDSC XDept Elective",Open
Music (MUSC),2025 Spring Term,MUSC 313-00 - Video Game Music,"Over the decades, video game music has evolved from simple beeps and boops into a genre that has garnered millions of fans worldwide. This course traces the history of video game music aesthetics and technology. We will consider how it relates to a variety of musical traditions and engages with broader social issues. We will learn to listen for loops, styles, structures, and function in games via direct engagement with primary sources: the games themselves. The course culminates in the practical application of knowledge via a creative project.",6,15,0,,Expected preparation: The ability to read music and a previous music course or instructor permission.,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","AMMU - American Music Program :: AMMU Research Capstone

CL: 300 level

DGAH - Digital Arts and Humanities Program :: DGAH Critand Ethical Reflectn

LAR: Literary / Artistic Analysis :: LAR: LA, Literary/Artistic Analysis

LAR: WR2 Writing Requirement 2

MUSC - Music Program :: MUSC Ethnomusicolgy or Pop",Open
Neuroscience (NEUR),2025 Spring Term,"NEUR 238-00 - Neurons, Circuits and Behavior","Neurons are the building blocks of the nervous system. Molecular and cellular neuroscience seeks to understand the fundamental principles that govern how neurons function, how they communicate with each other, and how they assemble into circuits that generate behavior. This course focuses on the molecular and cellular basis of nervous system function from the level of genes and molecules to neural circuits and behavior. We will take an integrative approach to examine the genetic, molecular and cellular mechanisms that underlie neuronal communication, the molecular basis of sensation and innate behaviors, neural plasticity, and nervous system disorders. This course will emphasize the experimental evidence and techniques that have built our understanding of the molecular and cellular basis of behavior through team-based learning, analysis of primary literature papers and laboratory experimentation. A grade of C- or better must be earned in both Neuroscience 238 and 239 to satisfy the LS requirement.",6,24,0,,,TTH | 10:10 AM - 11:55 AM,"BIOL - Biology Program :: BIOL Elective

CL: 200 level

LAR: QRE, Quantitative Reasoning

LAR: Science with Lab Component :: LAR: LS, Science with Lab

NEUR -  Neuroscience Program :: NEUR Core",Open
Philosophy (PHIL),2025 Spring Term,PHIL 119-00 - Meaning of Life,"Does life have a meaning? To answer this, we will explore various cross-cultural approaches to the meaning of life, both those that affirm meaning and deny it. We will cover, for example, approaches to the meaning of life grounded in divinity, creativity, striving, and more. We will also inquire into related questions about agency: Is fate compatible with meaning in life? Is meaning distinct from happiness? Is meaning a moralized concept? In addition, there will be room for student choice of topics.",6,30,0,,,TTH | 1:15 PM - 3:00 PM,"ACE Theoretical

CL: 100 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: WR2 Writing Requirement 2

PHIL - Philosophy Program :: PHIL Traditions 1

PHIL - Philosophy Program :: PHIL Value Theory 2",Open
Philosophy (PHIL),2025 Spring Term,PHIL 124-00 - Friendship,"What is friendship? Are there different types of friendships? What makes a friendship good? While this course will familiarize you with a variety of scholarly views on friendship from both historically canonical and contemporary sources, our main goal is to become more reflective about our lived experience of friendship here and now.",6,25,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 100 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

PHIL - Philosophy Program :: PHIL Social and Political Theory 1

PHIL - Philosophy Program :: PHIL Value Theory 2",Open
Philosophy (PHIL),2025 Spring Term,PHIL 209-00 - Philosophy of Theater,"Ian McKellen explains that when he acts on stage, “I pretend to be the person I’m portraying.” But how do you pretend to be a person? Is it different from playing make-believe or code-switching your behavior between family, friends, and classmates? Is it different from what writers do when they write about fictional people? And just what is a person, anyway? A particular body? A set of beliefs and desires? Is an actor’s race and gender independent of those of the person they portray? We’ll evaluate competing answers to such questions from philosophers, cognitive scientists, and theater practitioners.",6,25,0,,,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: WR2 Writing Requirement 2

PHIL - Philosophy Program :: PHIL Interdisciplinary 1

PHIL - Philosophy Program :: PHIL Language, Epistemology, Metaphysics, Mind 2

PHIL - Philosophy Program :: PHIL Prac/Value Theory",Open
Philosophy (PHIL),2025 Spring Term,PHIL 210-00 - Logic,"The study of formal logic has obvious and direct applicability to a wide variety of disciplines (including mathematics, computer science, linguistics, philosophy, cognitive science, and many others). Indeed, the study of formal logic helps us to develop the tools and know-how to think more clearly about arguments and logical relationships in general; and arguments and logical relationships form the backbone of any rational inquiry. In this course we will focus on propositional logic and predicate logic, and look at the relationship that these have to ordinary language and thought.",6,25,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CGSC - Cognitive Science Program :: CGSC Core

CL: 200 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LING - Linguistics Program :: LING Pertinent

LING - Linguistics Program :: LING Related Field

PHIL - Philosophy Program :: PHIL Core Courses

PHIL - Philosophy Program :: PHIL Language, Epistemology, Metaphysics, Mind 1

PHIL - Philosophy Program :: PHIL Logic and Formal Reasoning 2",Open
Philosophy (PHIL),2025 Spring Term,PHIL 219-00 - American Pragmatism,"The class is a survey of this distinctly North American tradition, which understands knowing the world as inseparable from exercising one’s agency within it. We will especially focus on the tradition’s directedness towards various dimensions of social improvement and the notion that philosophy is a tool in the realization of an inclusive American democracy.",6,25,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","ACE Theoretical

CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

PHIL - Philosophy Program :: PHIL Prac/Value Theory

PHIL - Philosophy Program :: PHIL Social and Political Theory 1

PHIL - Philosophy Program :: PHIL Traditions 2",Open
Philosophy (PHIL),2025 Spring Term,PHIL 270-00 - Ancient Greek Philosophy,"Is there a key to a happy and successful human life? If so, how do you acquire it? Plato and Aristotle thought the key was virtue and that your chances of obtaining it depend on the sort of life you lead. We’ll read texts from these authors that became foundational for the later history of philosophy, including the Apology, Gorgias, Symposium, and the Nicomachean Ethics, while situating the ancient understanding of virtue in the context of larger questions of metaphysics (the nature of being), psychology, and ethics.",6,25,0,,,TTH | 10:10 AM - 11:55 AM,"CL: 200 level

LAR: Humanistic Inquiry :: LAR: HI, Humanistic Inquiry

LAR: IS, International Studies

LAR: WR2 Writing Requirement 2

MARS - Medieval and Renaissance Studies Program :: MARS Supporting

PHIL - Philosophy Program :: PHIL Core Courses

PHIL - Philosophy Program :: PHIL Traditions 2

PHIL - Philosophy Program :: PHIL Value Theory 1",Open
